Date,Month,Year,Holidays_Count,Days,Area,AQI,full_date
18,2,2024,0,6,ITO,282.0,2024-02-18
18,2,2024,0,6,R K Puram,279.0,2024-02-18
18,2,2024,0,6,Okhla Phase-2,266.0,2024-02-18
18,2,2024,0,6,Bawana,291.0,2024-02-18
18,2,2024,0,6,Narela,270.0,2024-02-18
18,2,2024,0,6,North Campus DU,277.0,2024-02-18
18,2,2024,0,6,Sri Aurobindo Marg,225.0,2024-02-18
18,2,2024,0,6,Alipur,263.0,2024-02-18
19,2,2024,0,0,Dr. Karni Singh Shooting Range,229.0,2024-02-19
19,2,2024,0,0,North Campus DU,237.0,2024-02-19
19,2,2024,0,0,Punjabi Bagh,251.0,2024-02-19
19,2,2024,0,0,Bawana,287.0,2024-02-19
19,2,2024,0,0,Narela,297.0,2024-02-19
19,2,2024,0,0,Okhla Phase-2,210.0,2024-02-19
19,2,2024,0,0,R K Puram,266.0,2024-02-19
19,2,2024,0,0,ITO,272.0,2024-02-19
19,2,2024,0,0,Sri Aurobindo Marg,245.0,2024-02-19
19,2,2024,0,0,Alipur,197.0,2024-02-19
20,2,2024,0,1,Bawana,259.0,2024-02-20
20,2,2024,0,1,Punjabi Bagh,263.0,2024-02-20
20,2,2024,0,1,Okhla Phase-2,251.0,2024-02-20
20,2,2024,0,1,Dr. Karni Singh Shooting Range,247.0,2024-02-20
20,2,2024,0,1,Chandni Chowk,114.0,2024-02-20
20,2,2024,0,1,Narela,277.0,2024-02-20
20,2,2024,0,1,ITO,291.0,2024-02-20
20,2,2024,0,1,North Campus DU,252.0,2024-02-20
20,2,2024,0,1,Alipur,171.0,2024-02-20
20,2,2024,0,1,Sri Aurobindo Marg,248.0,2024-02-20
20,2,2024,0,1,R K Puram,271.0,2024-02-20
21,2,2024,0,2,Dr. Karni Singh Shooting Range,260.0,2024-02-21
21,2,2024,0,2,Sri Aurobindo Marg,234.0,2024-02-21
21,2,2024,0,2,Bawana,247.0,2024-02-21
21,2,2024,0,2,R K Puram,291.0,2024-02-21
21,2,2024,0,2,North Campus DU,300.0,2024-02-21
21,2,2024,0,2,ITO,319.0,2024-02-21
21,2,2024,0,2,Punjabi Bagh,235.0,2024-02-21
21,2,2024,0,2,Alipur,162.0,2024-02-21
21,2,2024,0,2,Okhla Phase-2,267.0,2024-02-21
21,2,2024,0,2,Chandni Chowk,154.0,2024-02-21
21,2,2024,0,2,Narela,239.0,2024-02-21
22,2,2024,0,3,Sri Aurobindo Marg,123.0,2024-02-22
22,2,2024,0,3,North Campus DU,168.0,2024-02-22
22,2,2024,0,3,ITO,171.0,2024-02-22
22,2,2024,0,3,Punjabi Bagh,149.0,2024-02-22
22,2,2024,0,3,Okhla Phase-2,152.0,2024-02-22
22,2,2024,0,3,R K Puram,147.0,2024-02-22
22,2,2024,0,3,Alipur,125.0,2024-02-22
22,2,2024,0,3,Bawana,191.0,2024-02-22
22,2,2024,0,3,Dr. Karni Singh Shooting Range,150.0,2024-02-22
22,2,2024,0,3,Chandni Chowk,115.0,2024-02-22
22,2,2024,0,3,Narela,174.0,2024-02-22
23,2,2024,0,4,Narela,150.0,2024-02-23
23,2,2024,0,4,ITO,120.0,2024-02-23
23,2,2024,0,4,Dr. Karni Singh Shooting Range,125.0,2024-02-23
23,2,2024,0,4,North Campus DU,147.0,2024-02-23
23,2,2024,0,4,Okhla Phase-2,126.0,2024-02-23
23,2,2024,0,4,Alipur,121.0,2024-02-23
23,2,2024,0,4,Chandni Chowk,121.0,2024-02-23
23,2,2024,0,4,Bawana,180.0,2024-02-23
23,2,2024,0,4,Punjabi Bagh,150.0,2024-02-23
23,2,2024,0,4,R K Puram,130.0,2024-02-23
23,2,2024,0,4,Sri Aurobindo Marg,113.0,2024-02-23
24,2,2024,0,5,ITO,184.0,2024-02-24
24,2,2024,0,5,Okhla Phase-2,187.0,2024-02-24
24,2,2024,0,5,Bawana,205.0,2024-02-24
24,2,2024,0,5,Alipur,165.0,2024-02-24
24,2,2024,0,5,R K Puram,213.0,2024-02-24
24,2,2024,0,5,Punjabi Bagh,202.0,2024-02-24
24,2,2024,0,5,Narela,186.0,2024-02-24
24,2,2024,0,5,North Campus DU,187.0,2024-02-24
24,2,2024,0,5,Chandni Chowk,199.0,2024-02-24
24,2,2024,0,5,Dr. Karni Singh Shooting Range,198.0,2024-02-24
24,2,2024,0,5,Sri Aurobindo Marg,130.0,2024-02-24
25,2,2024,0,6,North Campus DU,189.0,2024-02-25
25,2,2024,0,6,Punjabi Bagh,217.0,2024-02-25
25,2,2024,0,6,Okhla Phase-2,226.0,2024-02-25
25,2,2024,0,6,Alipur,112.0,2024-02-25
25,2,2024,0,6,Dr. Karni Singh Shooting Range,192.0,2024-02-25
25,2,2024,0,6,Narela,200.0,2024-02-25
25,2,2024,0,6,ITO,222.0,2024-02-25
25,2,2024,0,6,Sri Aurobindo Marg,173.0,2024-02-25
25,2,2024,0,6,R K Puram,237.0,2024-02-25
25,2,2024,0,6,Chandni Chowk,152.0,2024-02-25
25,2,2024,0,6,Bawana,212.0,2024-02-25
26,2,2024,0,0,Punjabi Bagh,191.0,2024-02-26
26,2,2024,0,0,Narela,214.0,2024-02-26
26,2,2024,0,0,Sri Aurobindo Marg,127.0,2024-02-26
26,2,2024,0,0,Alipur,144.0,2024-02-26
26,2,2024,0,0,R K Puram,181.0,2024-02-26
26,2,2024,0,0,Chandni Chowk,102.0,2024-02-26
26,2,2024,0,0,Dr. Karni Singh Shooting Range,160.0,2024-02-26
26,2,2024,0,0,Okhla Phase-2,142.0,2024-02-26
26,2,2024,0,0,ITO,164.0,2024-02-26
26,2,2024,0,0,North Campus DU,162.0,2024-02-26
26,2,2024,0,0,Bawana,207.0,2024-02-26
27,2,2024,0,1,Bawana,166.0,2024-02-27
27,2,2024,0,1,ITO,167.0,2024-02-27
27,2,2024,0,1,Chandni Chowk,113.0,2024-02-27
27,2,2024,0,1,Dr. Karni Singh Shooting Range,121.0,2024-02-27
27,2,2024,0,1,Okhla Phase-2,158.0,2024-02-27
27,2,2024,0,1,Punjabi Bagh,152.0,2024-02-27
27,2,2024,0,1,Narela,163.0,2024-02-27
27,2,2024,0,1,Sri Aurobindo Marg,121.0,2024-02-27
27,2,2024,0,1,Alipur,139.0,2024-02-27
27,2,2024,0,1,R K Puram,178.0,2024-02-27
28,2,2024,0,2,Okhla Phase-2,127.0,2024-02-28
28,2,2024,0,2,Bawana,145.0,2024-02-28
28,2,2024,0,2,Chandni Chowk,112.0,2024-02-28
28,2,2024,0,2,ITO,146.0,2024-02-28
28,2,2024,0,2,Alipur,99.0,2024-02-28
28,2,2024,0,2,R K Puram,151.0,2024-02-28
28,2,2024,0,2,Dr. Karni Singh Shooting Range,127.0,2024-02-28
28,2,2024,0,2,Punjabi Bagh,148.0,2024-02-28
28,2,2024,0,2,Narela,141.0,2024-02-28
28,2,2024,0,2,Sri Aurobindo Marg,146.0,2024-02-28
29,2,2024,0,3,Alipur,98.0,2024-02-29
29,2,2024,0,3,Narela,175.0,2024-02-29
29,2,2024,0,3,Dr. Karni Singh Shooting Range,189.0,2024-02-29
29,2,2024,0,3,ITO,128.0,2024-02-29
29,2,2024,0,3,Chandni Chowk,119.0,2024-02-29
29,2,2024,0,3,Punjabi Bagh,128.0,2024-02-29
29,2,2024,0,3,Okhla Phase-2,154.0,2024-02-29
29,2,2024,0,3,Bawana,194.0,2024-02-29
29,2,2024,0,3,Sri Aurobindo Marg,124.0,2024-02-29
29,2,2024,0,3,R K Puram,169.0,2024-02-29
1,3,2024,0,4,ITO,227.0,2024-03-01
1,3,2024,0,4,Narela,235.0,2024-03-01
1,3,2024,0,4,Alipur,200.0,2024-03-01
1,3,2024,0,4,Dr. Karni Singh Shooting Range,253.0,2024-03-01
1,3,2024,0,4,Okhla Phase-2,206.0,2024-03-01
1,3,2024,0,4,Bawana,287.0,2024-03-01
1,3,2024,0,4,Sri Aurobindo Marg,155.0,2024-03-01
1,3,2024,0,4,Chandni Chowk,137.0,2024-03-01
1,3,2024,0,4,North Campus DU,215.0,2024-03-01
1,3,2024,0,4,Punjabi Bagh,225.0,2024-03-01
1,3,2024,0,4,R K Puram,214.0,2024-03-01
2,3,2024,0,5,Alipur,100.0,2024-03-02
2,3,2024,0,5,Bawana,127.0,2024-03-02
2,3,2024,0,5,R K Puram,110.0,2024-03-02
2,3,2024,0,5,Okhla Phase-2,115.0,2024-03-02
2,3,2024,0,5,Dr. Karni Singh Shooting Range,93.0,2024-03-02
2,3,2024,0,5,North Campus DU,138.0,2024-03-02
2,3,2024,0,5,Narela,151.0,2024-03-02
2,3,2024,0,5,Sri Aurobindo Marg,121.0,2024-03-02
2,3,2024,0,5,Punjabi Bagh,116.0,2024-03-02
2,3,2024,0,5,ITO,127.0,2024-03-02
3,3,2024,0,6,ITO,116.0,2024-03-03
3,3,2024,0,6,Sri Aurobindo Marg,126.0,2024-03-03
3,3,2024,0,6,Narela,161.0,2024-03-03
3,3,2024,0,6,R K Puram,165.0,2024-03-03
3,3,2024,0,6,Dr. Karni Singh Shooting Range,111.0,2024-03-03
3,3,2024,0,6,Chandni Chowk,108.0,2024-03-03
3,3,2024,0,6,Bawana,137.0,2024-03-03
3,3,2024,0,6,Okhla Phase-2,114.0,2024-03-03
4,3,2024,0,0,Okhla Phase-2,118.0,2024-03-04
4,3,2024,0,0,R K Puram,177.0,2024-03-04
4,3,2024,0,0,Chandni Chowk,114.0,2024-03-04
4,3,2024,0,0,Alipur,99.0,2024-03-04
4,3,2024,0,0,Bawana,138.0,2024-03-04
4,3,2024,0,0,Punjabi Bagh,134.0,2024-03-04
4,3,2024,0,0,Dr. Karni Singh Shooting Range,181.0,2024-03-04
4,3,2024,0,0,North Campus DU,132.0,2024-03-04
4,3,2024,0,0,ITO,114.0,2024-03-04
4,3,2024,0,0,Sri Aurobindo Marg,124.0,2024-03-04
4,3,2024,0,0,Narela,159.0,2024-03-04
5,3,2024,0,1,Sri Aurobindo Marg,133.0,2024-03-05
5,3,2024,0,1,Bawana,128.0,2024-03-05
5,3,2024,0,1,Punjabi Bagh,116.0,2024-03-05
5,3,2024,0,1,Dr. Karni Singh Shooting Range,121.0,2024-03-05
5,3,2024,0,1,Chandni Chowk,120.0,2024-03-05
5,3,2024,0,1,North Campus DU,125.0,2024-03-05
5,3,2024,0,1,R K Puram,130.0,2024-03-05
5,3,2024,0,1,ITO,108.0,2024-03-05
5,3,2024,0,1,Narela,94.0,2024-03-05
5,3,2024,0,1,Okhla Phase-2,118.0,2024-03-05
5,3,2024,0,1,Alipur,97.0,2024-03-05
6,3,2024,0,2,Narela,122.0,2024-03-06
6,3,2024,0,2,Sri Aurobindo Marg,114.0,2024-03-06
6,3,2024,0,2,ITO,106.0,2024-03-06
6,3,2024,0,2,Bawana,163.0,2024-03-06
6,3,2024,0,2,Punjabi Bagh,147.0,2024-03-06
6,3,2024,0,2,Okhla Phase-2,110.0,2024-03-06
6,3,2024,0,2,R K Puram,162.0,2024-03-06
6,3,2024,0,2,Alipur,93.0,2024-03-06
6,3,2024,0,2,Chandni Chowk,141.0,2024-03-06
6,3,2024,0,2,Dr. Karni Singh Shooting Range,169.0,2024-03-06
7,3,2024,0,3,Chandni Chowk,261.0,2024-03-07
7,3,2024,0,3,Okhla Phase-2,154.0,2024-03-07
7,3,2024,0,3,Dr. Karni Singh Shooting Range,177.0,2024-03-07
7,3,2024,0,3,Punjabi Bagh,193.0,2024-03-07
7,3,2024,0,3,R K Puram,201.0,2024-03-07
7,3,2024,0,3,ITO,197.0,2024-03-07
7,3,2024,0,3,Alipur,153.0,2024-03-07
7,3,2024,0,3,Narela,187.0,2024-03-07
7,3,2024,0,3,Sri Aurobindo Marg,133.0,2024-03-07
7,3,2024,0,3,Bawana,216.0,2024-03-07
8,3,2024,0,4,ITO,126.0,2024-03-08
8,3,2024,0,4,Chandni Chowk,184.0,2024-03-08
8,3,2024,0,4,Punjabi Bagh,146.0,2024-03-08
8,3,2024,0,4,North Campus DU,145.0,2024-03-08
8,3,2024,0,4,Narela,195.0,2024-03-08
8,3,2024,0,4,R K Puram,163.0,2024-03-08
8,3,2024,0,4,Okhla Phase-2,124.0,2024-03-08
8,3,2024,0,4,Dr. Karni Singh Shooting Range,183.0,2024-03-08
8,3,2024,0,4,Sri Aurobindo Marg,119.0,2024-03-08
8,3,2024,0,4,Alipur,120.0,2024-03-08
8,3,2024,0,4,Bawana,199.0,2024-03-08
9,3,2024,0,5,Dr. Karni Singh Shooting Range,196.0,2024-03-09
9,3,2024,0,5,Okhla Phase-2,121.0,2024-03-09
9,3,2024,0,5,Narela,143.0,2024-03-09
9,3,2024,0,5,Bawana,166.0,2024-03-09
9,3,2024,0,5,R K Puram,154.0,2024-03-09
9,3,2024,0,5,Punjabi Bagh,141.0,2024-03-09
9,3,2024,0,5,ITO,112.0,2024-03-09
9,3,2024,0,5,Alipur,98.0,2024-03-09
9,3,2024,0,5,Sri Aurobindo Marg,122.0,2024-03-09
10,3,2024,0,6,North Campus DU,175.0,2024-03-10
10,3,2024,0,6,R K Puram,201.0,2024-03-10
10,3,2024,0,6,Narela,176.0,2024-03-10
10,3,2024,0,6,Alipur,129.0,2024-03-10
10,3,2024,0,6,Okhla Phase-2,153.0,2024-03-10
10,3,2024,0,6,ITO,162.0,2024-03-10
10,3,2024,0,6,Punjabi Bagh,207.0,2024-03-10
10,3,2024,0,6,Bawana,209.0,2024-03-10
10,3,2024,0,6,Dr. Karni Singh Shooting Range,197.0,2024-03-10
10,3,2024,0,6,Sri Aurobindo Marg,140.0,2024-03-10
11,3,2024,0,0,Chandni Chowk,264.0,2024-03-11
11,3,2024,0,0,North Campus DU,192.0,2024-03-11
11,3,2024,0,0,Punjabi Bagh,217.0,2024-03-11
11,3,2024,0,0,Narela,220.0,2024-03-11
11,3,2024,0,0,Alipur,183.0,2024-03-11
11,3,2024,0,0,R K Puram,224.0,2024-03-11
11,3,2024,0,0,Sri Aurobindo Marg,177.0,2024-03-11
11,3,2024,0,0,ITO,210.0,2024-03-11
11,3,2024,0,0,Okhla Phase-2,191.0,2024-03-11
11,3,2024,0,0,Dr. Karni Singh Shooting Range,224.0,2024-03-11
11,3,2024,0,0,Bawana,216.0,2024-03-11
12,3,2024,0,1,ITO,206.0,2024-03-12
12,3,2024,0,1,Okhla Phase-2,188.0,2024-03-12
12,3,2024,0,1,Narela,211.0,2024-03-12
12,3,2024,0,1,Sri Aurobindo Marg,160.0,2024-03-12
12,3,2024,0,1,Punjabi Bagh,209.0,2024-03-12
12,3,2024,0,1,Chandni Chowk,251.0,2024-03-12
12,3,2024,0,1,Dr. Karni Singh Shooting Range,191.0,2024-03-12
12,3,2024,0,1,Bawana,232.0,2024-03-12
12,3,2024,0,1,R K Puram,184.0,2024-03-12
13,3,2024,0,2,North Campus DU,186.0,2024-03-13
13,3,2024,0,2,Alipur,181.0,2024-03-13
13,3,2024,0,2,Punjabi Bagh,173.0,2024-03-13
13,3,2024,0,2,R K Puram,141.0,2024-03-13
13,3,2024,0,2,Narela,199.0,2024-03-13
13,3,2024,0,2,Bawana,204.0,2024-03-13
13,3,2024,0,2,Dr. Karni Singh Shooting Range,182.0,2024-03-13
13,3,2024,0,2,Sri Aurobindo Marg,125.0,2024-03-13
13,3,2024,0,2,Chandni Chowk,228.0,2024-03-13
13,3,2024,0,2,Okhla Phase-2,146.0,2024-03-13
13,3,2024,0,2,ITO,155.0,2024-03-13
14,3,2024,0,3,North Campus DU,215.0,2024-03-14
14,3,2024,0,3,Dr. Karni Singh Shooting Range,164.0,2024-03-14
14,3,2024,0,3,Chandni Chowk,274.0,2024-03-14
14,3,2024,0,3,Alipur,196.0,2024-03-14
14,3,2024,0,3,R K Puram,173.0,2024-03-14
14,3,2024,0,3,Okhla Phase-2,190.0,2024-03-14
14,3,2024,0,3,Punjabi Bagh,219.0,2024-03-14
14,3,2024,0,3,Sri Aurobindo Marg,137.0,2024-03-14
14,3,2024,0,3,Bawana,240.0,2024-03-14
14,3,2024,0,3,Narela,224.0,2024-03-14
15,3,2024,0,4,Narela,119.0,2024-03-15
15,3,2024,0,4,Okhla Phase-2,118.0,2024-03-15
15,3,2024,0,4,Punjabi Bagh,115.0,2024-03-15
15,3,2024,0,4,Sri Aurobindo Marg,115.0,2024-03-15
15,3,2024,0,4,Bawana,168.0,2024-03-15
15,3,2024,0,4,ITO,91.0,2024-03-15
15,3,2024,0,4,North Campus DU,142.0,2024-03-15
15,3,2024,0,4,Dr. Karni Singh Shooting Range,162.0,2024-03-15
15,3,2024,0,4,Alipur,99.0,2024-03-15
15,3,2024,0,4,R K Puram,120.0,2024-03-15
15,3,2024,0,4,Chandni Chowk,158.0,2024-03-15
16,3,2024,0,5,Bawana,213.0,2024-03-16
16,3,2024,0,5,Sri Aurobindo Marg,123.0,2024-03-16
16,3,2024,0,5,North Campus DU,154.0,2024-03-16
16,3,2024,0,5,R K Puram,273.0,2024-03-16
16,3,2024,0,5,Narela,183.0,2024-03-16
16,3,2024,0,5,Alipur,185.0,2024-03-16
16,3,2024,0,5,Okhla Phase-2,171.0,2024-03-16
16,3,2024,0,5,Dr. Karni Singh Shooting Range,138.0,2024-03-16
16,3,2024,0,5,ITO,119.0,2024-03-16
16,3,2024,0,5,Punjabi Bagh,171.0,2024-03-16
16,3,2024,0,5,Chandni Chowk,214.0,2024-03-16
17,3,2024,0,6,Narela,210.0,2024-03-17
17,3,2024,0,6,Dr. Karni Singh Shooting Range,170.0,2024-03-17
17,3,2024,0,6,Sri Aurobindo Marg,177.0,2024-03-17
17,3,2024,0,6,Bawana,256.0,2024-03-17
17,3,2024,0,6,Okhla Phase-2,180.0,2024-03-17
17,3,2024,0,6,Punjabi Bagh,214.0,2024-03-17
17,3,2024,0,6,Chandni Chowk,261.0,2024-03-17
17,3,2024,0,6,North Campus DU,163.0,2024-03-17
17,3,2024,0,6,R K Puram,212.0,2024-03-17
17,3,2024,0,6,Alipur,170.0,2024-03-17
17,3,2024,0,6,ITO,160.0,2024-03-17
18,3,2024,0,0,ITO,185.0,2024-03-18
18,3,2024,0,0,Alipur,145.0,2024-03-18
18,3,2024,0,0,Dr. Karni Singh Shooting Range,247.0,2024-03-18
18,3,2024,0,0,Okhla Phase-2,183.0,2024-03-18
18,3,2024,0,0,R K Puram,215.0,2024-03-18
18,3,2024,0,0,Narela,238.0,2024-03-18
18,3,2024,0,0,North Campus DU,188.0,2024-03-18
18,3,2024,0,0,Chandni Chowk,268.0,2024-03-18
18,3,2024,0,0,Sri Aurobindo Marg,166.0,2024-03-18
18,3,2024,0,0,Punjabi Bagh,219.0,2024-03-18
18,3,2024,0,0,Bawana,258.0,2024-03-18
19,3,2024,0,1,Sri Aurobindo Marg,153.0,2024-03-19
19,3,2024,0,1,Okhla Phase-2,198.0,2024-03-19
19,3,2024,0,1,Bawana,305.0,2024-03-19
19,3,2024,0,1,Alipur,234.0,2024-03-19
19,3,2024,0,1,ITO,187.0,2024-03-19
19,3,2024,0,1,R K Puram,215.0,2024-03-19
19,3,2024,0,1,North Campus DU,209.0,2024-03-19
19,3,2024,0,1,Punjabi Bagh,232.0,2024-03-19
19,3,2024,0,1,Chandni Chowk,267.0,2024-03-19
19,3,2024,0,1,Narela,253.0,2024-03-19
19,3,2024,0,1,Dr. Karni Singh Shooting Range,170.0,2024-03-19
20,3,2024,0,2,Alipur,206.0,2024-03-20
20,3,2024,0,2,ITO,213.0,2024-03-20
20,3,2024,0,2,Okhla Phase-2,204.0,2024-03-20
20,3,2024,0,2,Punjabi Bagh,242.0,2024-03-20
20,3,2024,0,2,Bawana,266.0,2024-03-20
20,3,2024,0,2,Narela,230.0,2024-03-20
20,3,2024,0,2,Sri Aurobindo Marg,191.0,2024-03-20
20,3,2024,0,2,Chandni Chowk,296.0,2024-03-20
20,3,2024,0,2,North Campus DU,212.0,2024-03-20
20,3,2024,0,2,R K Puram,237.0,2024-03-20
20,3,2024,0,2,Dr. Karni Singh Shooting Range,277.0,2024-03-20
21,3,2024,0,3,Chandni Chowk,272.0,2024-03-21
21,3,2024,0,3,Bawana,202.0,2024-03-21
21,3,2024,0,3,Punjabi Bagh,161.0,2024-03-21
21,3,2024,0,3,North Campus DU,156.0,2024-03-21
21,3,2024,0,3,Narela,184.0,2024-03-21
21,3,2024,0,3,Dr. Karni Singh Shooting Range,191.0,2024-03-21
21,3,2024,0,3,R K Puram,164.0,2024-03-21
21,3,2024,0,3,ITO,172.0,2024-03-21
21,3,2024,0,3,Okhla Phase-2,182.0,2024-03-21
21,3,2024,0,3,Alipur,146.0,2024-03-21
21,3,2024,0,3,Sri Aurobindo Marg,133.0,2024-03-21
22,3,2024,0,4,Narela,236.0,2024-03-22
22,3,2024,0,4,ITO,265.0,2024-03-22
22,3,2024,0,4,Okhla Phase-2,151.0,2024-03-22
22,3,2024,0,4,Sri Aurobindo Marg,142.0,2024-03-22
22,3,2024,0,4,Alipur,214.0,2024-03-22
22,3,2024,0,4,Dr. Karni Singh Shooting Range,212.0,2024-03-22
22,3,2024,0,4,Bawana,220.0,2024-03-22
22,3,2024,0,4,Chandni Chowk,256.0,2024-03-22
22,3,2024,0,4,Punjabi Bagh,138.0,2024-03-22
22,3,2024,0,4,R K Puram,189.0,2024-03-22
23,3,2024,0,5,Alipur,199.0,2024-03-23
23,3,2024,0,5,Bawana,269.0,2024-03-23
23,3,2024,0,5,Punjabi Bagh,238.0,2024-03-23
23,3,2024,0,5,ITO,288.0,2024-03-23
23,3,2024,0,5,Narela,255.0,2024-03-23
23,3,2024,0,5,Okhla Phase-2,237.0,2024-03-23
23,3,2024,0,5,Sri Aurobindo Marg,154.0,2024-03-23
23,3,2024,0,5,R K Puram,240.0,2024-03-23
23,3,2024,0,5,Chandni Chowk,307.0,2024-03-23
23,3,2024,0,5,Dr. Karni Singh Shooting Range,189.0,2024-03-23
23,3,2024,0,5,North Campus DU,239.0,2024-03-23
24,3,2024,0,6,Narela,234.0,2024-03-24
24,3,2024,0,6,Chandni Chowk,243.0,2024-03-24
24,3,2024,0,6,Bawana,233.0,2024-03-24
24,3,2024,0,6,North Campus DU,178.0,2024-03-24
24,3,2024,0,6,Alipur,188.0,2024-03-24
24,3,2024,0,6,Punjabi Bagh,192.0,2024-03-24
24,3,2024,0,6,Okhla Phase-2,181.0,2024-03-24
24,3,2024,0,6,Sri Aurobindo Marg,135.0,2024-03-24
24,3,2024,0,6,R K Puram,185.0,2024-03-24
24,3,2024,0,6,Dr. Karni Singh Shooting Range,154.0,2024-03-24
24,3,2024,0,6,ITO,185.0,2024-03-24
25,3,2024,0,0,ITO,217.0,2024-03-25
25,3,2024,0,0,North Campus DU,178.0,2024-03-25
25,3,2024,0,0,Okhla Phase-2,185.0,2024-03-25
25,3,2024,0,0,Bawana,235.0,2024-03-25
25,3,2024,0,0,R K Puram,221.0,2024-03-25
25,3,2024,0,0,Punjabi Bagh,211.0,2024-03-25
25,3,2024,0,0,Alipur,165.0,2024-03-25
25,3,2024,0,0,Narela,185.0,2024-03-25
25,3,2024,0,0,Dr. Karni Singh Shooting Range,202.0,2024-03-25
25,3,2024,0,0,Sri Aurobindo Marg,182.0,2024-03-25
26,3,2024,0,1,Okhla Phase-2,110.0,2024-03-26
26,3,2024,0,1,Sri Aurobindo Marg,92.0,2024-03-26
26,3,2024,0,1,Alipur,120.0,2024-03-26
26,3,2024,0,1,Bawana,174.0,2024-03-26
26,3,2024,0,1,Punjabi Bagh,165.0,2024-03-26
26,3,2024,0,1,Dr. Karni Singh Shooting Range,180.0,2024-03-26
26,3,2024,0,1,Narela,142.0,2024-03-26
26,3,2024,0,1,North Campus DU,125.0,2024-03-26
26,3,2024,0,1,R K Puram,160.0,2024-03-26
26,3,2024,0,1,ITO,166.0,2024-03-26
27,3,2024,0,2,Okhla Phase-2,185.0,2024-03-27
27,3,2024,0,2,Alipur,138.0,2024-03-27
27,3,2024,0,2,Sri Aurobindo Marg,131.0,2024-03-27
27,3,2024,0,2,North Campus DU,141.0,2024-03-27
27,3,2024,0,2,R K Puram,177.0,2024-03-27
27,3,2024,0,2,Narela,170.0,2024-03-27
27,3,2024,0,2,Dr. Karni Singh Shooting Range,200.0,2024-03-27
27,3,2024,0,2,ITO,220.0,2024-03-27
27,3,2024,0,2,Punjabi Bagh,166.0,2024-03-27
27,3,2024,0,2,Bawana,201.0,2024-03-27
28,3,2024,0,3,Okhla Phase-2,249.0,2024-03-28
28,3,2024,0,3,North Campus DU,132.0,2024-03-28
28,3,2024,0,3,Chandni Chowk,192.0,2024-03-28
28,3,2024,0,3,Punjabi Bagh,130.0,2024-03-28
28,3,2024,0,3,Dr. Karni Singh Shooting Range,124.0,2024-03-28
28,3,2024,0,3,R K Puram,251.0,2024-03-28
28,3,2024,0,3,Alipur,132.0,2024-03-28
28,3,2024,0,3,Bawana,163.0,2024-03-28
28,3,2024,0,3,Sri Aurobindo Marg,129.0,2024-03-28
28,3,2024,0,3,Narela,146.0,2024-03-28
28,3,2024,0,3,ITO,121.0,2024-03-28
29,3,2024,0,4,R K Puram,143.0,2024-03-29
29,3,2024,0,4,Punjabi Bagh,176.0,2024-03-29
29,3,2024,0,4,ITO,136.0,2024-03-29
29,3,2024,0,4,Okhla Phase-2,152.0,2024-03-29
29,3,2024,0,4,Alipur,151.0,2024-03-29
29,3,2024,0,4,Bawana,202.0,2024-03-29
29,3,2024,0,4,North Campus DU,168.0,2024-03-29
29,3,2024,0,4,Narela,168.0,2024-03-29
29,3,2024,0,4,Chandni Chowk,208.0,2024-03-29
29,3,2024,0,4,Dr. Karni Singh Shooting Range,152.0,2024-03-29
29,3,2024,0,4,Sri Aurobindo Marg,164.0,2024-03-29
30,3,2024,0,5,Dr. Karni Singh Shooting Range,151.0,2024-03-30
30,3,2024,0,5,ITO,137.0,2024-03-30
30,3,2024,0,5,Bawana,220.0,2024-03-30
30,3,2024,0,5,Narela,248.0,2024-03-30
30,3,2024,0,5,Punjabi Bagh,163.0,2024-03-30
30,3,2024,0,5,Chandni Chowk,234.0,2024-03-30
30,3,2024,0,5,Alipur,202.0,2024-03-30
30,3,2024,0,5,R K Puram,266.0,2024-03-30
30,3,2024,0,5,Okhla Phase-2,199.0,2024-03-30
30,3,2024,0,5,North Campus DU,161.0,2024-03-30
31,3,2024,0,6,ITO,229.0,2024-03-31
31,3,2024,0,6,R K Puram,260.0,2024-03-31
31,3,2024,0,6,Dr. Karni Singh Shooting Range,225.0,2024-03-31
31,3,2024,0,6,Okhla Phase-2,294.0,2024-03-31
31,3,2024,0,6,Narela,199.0,2024-03-31
31,3,2024,0,6,Alipur,186.0,2024-03-31
31,3,2024,0,6,Sri Aurobindo Marg,208.0,2024-03-31
31,3,2024,0,6,Bawana,249.0,2024-03-31
31,3,2024,0,6,Punjabi Bagh,264.0,2024-03-31
31,3,2024,0,6,North Campus DU,236.0,2024-03-31
1,4,2024,0,0,Sri Aurobindo Marg,111.0,2024-04-01
1,4,2024,0,0,Dr. Karni Singh Shooting Range,156.0,2024-04-01
1,4,2024,0,0,Punjabi Bagh,139.0,2024-04-01
1,4,2024,0,0,Alipur,105.0,2024-04-01
1,4,2024,0,0,North Campus DU,119.0,2024-04-01
1,4,2024,0,0,ITO,83.0,2024-04-01
1,4,2024,0,0,Okhla Phase-2,120.0,2024-04-01
1,4,2024,0,0,Narela,123.0,2024-04-01
1,4,2024,0,0,R K Puram,118.0,2024-04-01
1,4,2024,0,0,Bawana,150.0,2024-04-01
1,4,2024,0,0,Chandni Chowk,179.0,2024-04-01
2,4,2024,0,1,Chandni Chowk,167.0,2024-04-02
2,4,2024,0,1,North Campus DU,128.0,2024-04-02
2,4,2024,0,1,Alipur,129.0,2024-04-02
2,4,2024,0,1,R K Puram,139.0,2024-04-02
